text,annotation
হ্যা এটা আগে ছিলো একটা লাক্সারি প্রোডাক্ট... কিন্তু এখন এটা একটা নেসিসিটি,0
আমি আজকে চাইলেই অন্য এলাকায় যেয়ে পোদ্দারি করে আসতে পারতাম না,0
অনেক ভালো লাগছে এমন নাটকই দরকার,0
আমি মনে করি তাদেরকে আশ্রয় দেওয়া উচিৎ। কেননা মুক্তিযুদ্ধের সময় প্রতিবেশী হিসাবে ভারত যেমন আশ্রয় দিয়েছিল তেমনি এখন আমাদের দায়িত্ব তাদের আশ্রয় দেওয়া। জানি তাদের আশ্রয় দেওয়া আমাদের মত ঘনবসতি দেশের জন্য কষ্টকর তারপরেও তাদেরকে আশ্রয় দেওয়া উচিৎ। মুসলিম হিসাবে না একটা মানুষ হিসাবে দেখলেও তাদের আশ্রয় দেওয়া উচিৎ। আর একটি কথা আমরাও কিন্তু সাম্প্রদায়িক হামলাতে পিছিয়ে নেই সুতরাং রোহিঙ্গাদের জন্য আমাদের যে ভালবাসা দেখা যাচ্ছে সেইটা নিজ দেশের সংখ্যালঘু দের জন্যও দেখানো উচিৎ। নাহলে আমরা অন্যদেশের সংখ্যালঘু হা,2
ভালোবাসা কী ভুল? নাকি লাল গোলাপ ফুল। ভালোবাসা কী সুখ? নাকী বেদনা ভরা দুখ ভালোবাসা কী হাসি? নাকী গলার ফাসি।তবু মন বলে তোমায় ভালোবাসি। দুঃখী,1
ইনশাআল্লাহ তাড়াতাড়ি ফিরবেন খেলাতে আর আমরাও আনন্দ ভোগ করব,0
আগাকাডা আকান্ডার বাচ্ছা উটের মুত খেয়ে আবল তাবল কইতাসস।,2
এই নাটকের মধ্যে দিয়ে বাস্তব জীবনের অতি সুন্দরময় সত্য দৃশ্য তুলে ধরা জন্য আপনার দেরকে অসংখ্য ধন্যবাদ প্রতেকের শেষ জীবন টা এমনি ঘটে তাহলে ছেলে এবং মেয়েদের উচ্চশিক্ষা দিয়ে তার এই পরিনাম,0
ভাইয়ের নাটক সব সময় বেস্ট,0
ভাইরে আপনি যা সার্কাজম করেন!!একেকটা খোঁচা সুঁই এর খোঁচার মত।,0
যে ছোটবেলা থেকে ট্র্যাকে দৌড়ায়... যার ডায়েট চার্ট সেই দেশের বেষ্ট ডাক্তারের কাছ থেকে আসে,0
ভাইয়া আপনাকে আল্লাহ পাক অনেক দিন বাচিয়ে রাখুক,0
ছোট্ট বেলায় কত কষ্ট করে মাতৃভাষার সব ধরনের গালি শিখছিলাম । কিন্তু চর্চা করার অভাবে অধিকাংশ গালিই ভুলে যেতে বসেছি । কিন্তু মাঝে মাঝে এই সালার কথা শুনলে মন চায় গালি গুলা পুনরায় চর্চা করি ।,1
আমার বাল তুমি,2
ক্ষমা শব্দটার ইজ্জত মাইরা দিলি রেহ ।,1
যখন তোমার অজান্তেই কেউ তোমার বাঁড়া টিপে ধরে,1
শ্বাস রুদ্ধ কর একটা নাটক ঈদের নাটক কিন্তু কাদলাম তিসা শেষ টা দেখে ছেড়েছে নাটকের এটাই প্রাপ্তি তিসার ভুমিকা ছিল ভালোবাসি ভালোবাসি খুব ভালোবাসি,0
টাকার জন্য মানুস এত নিচে নামতে পারে,1
তোরা তো সব কয়টা হিজরা তোদের হুরের কথা শুনলেও তো ভয় করে।,2
এখন এক পাগলামি তাদের মাথায় চেপেছে,0
আমাদের ইচ্ছা থাকলে এক বেলাতেই তাদের কাংলাদেশের গাঁড় খাড়া করে দিতে পারতো,2
শুভ্ররা ?... আপনার পাশেই আছে ভেবে দেখেন,0
ইসলাম বিরুদ্ধে যখন কথা বলছে কুত্তার মতো জুতা পিটা করা উচিত,2
"নাইস সুদাও ক্যা
",1
" নাহ তুই আর ভালো হবি না গোলামের পুত
",1
এই নাটক টি প্রত্যেক মানুষের একবার হলে ও দেখা উচিৎ অসাধারন একটা নাটক,0
আর কি বালের তামাশা কল এই গুলা।,2
মিজানুর রহমান আরিয়ান ভাইকে অনেক ধন্যবাদ এমন একটি সুন্দর নাটক আমাদেরকে উপহার দেওয়ার জন্য অপূর্ব ভাইয়ের নাম টা যেমন অভিনয় টা ও থেমন লাভ ইউ অপূর্ব ভাই,0
কি বলবো আর অসাধারণ নাটক অভিনয় অসাধারণ কাহিনী অসাধারণ,0
যদি ফাসি ব্যতিত অন্য কোন সাজা হয় তাহলে এদেশে আর কোন বিচার চেয়ে লাভ নাই ।। শেষমেশ এর মার্চ এ কথা মানতে হবে যার যা কিছু আছে তাই নিয়ে মোকাবেলা কর ।।,2
"ওয়াক থু,,, ছিঃছিঃ সরম! তোমরা শুধু এই কামটাই ভাল পারো, চাই সে বাব হোক বা নিজের সন্তান হোক, এছারা তোমরা নাস্তীক আবালরা আর কিছু পারোনা",2
এইরকম সুন্দর সুন্দর নাটক উপহার দেওয়ার জন্য অনেক অনেক ধন্যবাদ নিশু ভাইয়া আর তানজিন তৃষা আপুবস এক কথায় সুপার হিট নাটক এই নাটকের চাই আমার সাথে কে কে এক মত তাদের লাইক দেখতে চাই নিশু ভাইয়ার ভক্তদের দেখতে চাই,0
ভাবি ও ভাবিরে তুই অপরাধী রে ! সাকিব ভাইর মুখের গান দে ফিরিয়ে দে,1
"সুত্রমতে, হাজতখানার সামনে এক আদালতে হাজিরা দিতে আনা এক আসামিকে ভাত খাওয়ানোর কথা বলে তার স্বজনদের কাছ থেকে ৩০০ টাকা নেন সুমি।  এভাবে আরো কয়েকজনের কাছ থেকে টাকাপয়সা হাতিয়ে নেওয়ার সময় কয়েকজন আইনজীবী তাকে ধরে ফেলেন।",0
এই মাগিকে দিয়ে বারা চুসানোর ইচ্ছা করতেছে,1
আর্য রা আসার পরে বেদ চালু হয়েছে। আর্য রা বহিরাগত ছিলেন।,0
প্রচেষ্টা ফাউন্ডেশন ফুড-ব্যাংকিং প্রোজেক্টটা নিয়ে দৌড়ের উপর আছে,0
এই প্রথম দেখলাম অপূর্ব নায়িকাকে প্রশয় দিলনা নায়িকা ওর জন্য পাগল তবে নাটকটা ভালো লাগলো,0
সুন্দর হলে শেয়ার করবেন ধন্যবাদ,0
অসাধারণ একটা নাকট দেখলামপুরা জীবনের কাহানী দেখা হয়ে গেলো ধন্যবাদ এতো সুন্দর একটা নাটক উপহার দেওইয়ার জন্য,0
সে ৩ বছরে ৫ টা এক্সিডেন্ট করেছে,0
নায়িকা ফেল তরে এক রাত চুতে পারলে অনেক বাল লাগত ৷,1
ওদের কে বাংলার মুসলমান মরলেও জানাজা দিবেনা ওরা মুনাফেক ।,2
এই ঈদের সেরা নাটকের একটি ভালোবাসা নিরন্তর বান্নাভাই,0
মালু গো চুদা মুদির জারজ সন্তান তোর দিদিরে কিন্তু চুইদ্দা মাইরা পালামু খানকির পোলা,2
ধুরও কুত্তার বাইচ্চা,1
আারিয়ান ভাই এতো সুন্দর যে কিভাবে তৈরি করেধন্যবাদ আারিয়ান ভাই,0
প্রসংশার দাবিদার বাংলা নাটকের সেরা জুটি,0
১০ মিনিটের মধ্যে বদরুল নামের একজন হলুদ হেলমেট হাতে নিয়ে হাজির,0
"ইসলাম হচ্ছে আরবের উগ্রবাদী আর নারী বিদ্বেষী ধর্ম, হিন্দুরা হচ্ছে কুসংস্কারে চ্যাম্পিয়ন।",2
আমীরের চেয়ারে একটা বাচ্চা ছেলে বসলে সেও রাজাকার হয়ে যাবে,1
আগে নাম বদলায়া একটা নাস্তিক নাম রাখ। তোর বাবা মার কপাল খারাপ তোর মতন শুয়োরের জন্ম দিসে।,2
অনেক ভাল লাগছে অপেক্ষা ছিলাম তানজিন তিশা আপুর নাটক বলে কথা তানজিন তিশার ভক্ত রা বলেন কেমন লাগছে,0
সালা কুত্রার বাচচা অাসিফকে কতল করা ফরজ,2
এই নাটক না আমার জীবনের একটা গল্প ভালো লাগে খুব ভালো লাগে,0
"ছেটের,বাল,একছিট,পায়র,যৌগ্না,ছিট,ছায়,ছেটের,বাল",1
‘তুমি ইচ্ছে করে এসব করো’,0
মিথুন কী বাথরুমে ? বসকে দেখতে পাচ্ছিনা কেনো,1
মাশাল্লাহ নামাজের দৃশ্য টা অসাধারণ লাগলো,0
মানুষ এত নীচে নেমে গেছে ভাই বোনের প্রেম ছি ছি,2
সত্যি অসাধারন নাটক আমাদের দেশে এতো সুন্দর নাটক হয় কখনো ভাবিনি ধন্যবাদ জাড়া এই নাটকের পিছনে সময় দিয়ে সুন্দর করে সাজিয়ে গুছিয়ে নাটক টা তৈরি করেছে তাদের কে আবারও ধন্যবাদ,0
ভালো একটা মেসেজ দিলো নাটকটায়নামাজকারননামাজ বেহেশতের চাবি নামাজ ছাড়া জান্নাত নাই,0
তুই তো আসতা মাগি খায়তো ভিক্ষা করে,1
বাংলাদেশে বসবাস কারি হিন্দুদের পানের থেকে চুন খসলেই ভারত বাংলাদেশের মন্ত্রীদের ঘুম হারাম হয়েযায় সংখ্যালঘু সংখ্যালঘু বলে ঘেউঘেউ করতে থাকে। এখন কেন তাদের মুখ দিয়ে কোনশব্দ বের হয় না?,2
"এখন যেমন বেশিরভাগ মানুষ বাংলা সিনেমা দেখা ছেড়ে দিয়েছে,তেমনি ওয়াজের প্রতিও ঘৃনা জন্মাইতেছে।",2
... ফ্ল্যাশ ব্যাকঃ ৯০ দশকে কোন এক সাদা চামড়ার মানুষ একদা থার্টি ফার্স্ট নাইটে মদের বোতল নিয়ে গুলশান-২ এ হেঁটেছে,0
অসাধারণ একটি নাটক খুব ভালো লাগলো,0
খুব সুন্দর একটা নাটক প্রতিটি মানুষের জীবনে এই রকম বন্ধু প্রয়োজন,0
আচ্ছা ১০ বছর বয়সে কলেজে কেমনে পড়ে,0
ভাই খুবই ভালো লাগলো তুই বেস্ট,0
অসাধারণ সুন্দর একটা নাটক চোখের কোণে দুফোঁটা জল জমিয়ে দিলো,0
নাটকের গল্পটা অসাধারন নিশো ভাই সেরা,0
খুব সুন্দর নাটকটা খুবই গুরুত্বপূর্ণ মেসেজ দিয়েছে বন্ধুতেরআর নামাজের তাগিদটা খুব হৃদয় ছুয়েছে সচারাচর কোনো নাটকে দেখা যায় না,0
হুম পৃথিবীতে এখনো ধর্ষন হয় তোর ভারতেই ধর্মবিরোধ তোর ভারতেই বেশী এখনো সেই দেশের মানুষ খোলা আকাশের নিচে মলত ্যাগ করে। আর তোদের বিহার পাঠনার কাহিনীতো আমি তোর থেকেও বেশী জানিরে বেটা।,2
আমার অনেক আশা ছিল নিশু ভাই আমার নাম দিয়ে নাটক করবেআজ সেই আশা পূর্ণ হলোনাটক টা অসাধারণ ছিল,0
অসাধারণ ছিল নিশু ভাই পলাশ ভাই ওহ্ অসাধারণ অভিনয়,0
জীবনের সব কিছু খুব সুন্দর ভাবে ফুটিয়ে তোলা হয়েছে এতদিন ভাবতাম বিয়ে করবনা কিন্তু এখন ভাবতে বাধ্য হচ্ছি বুড়ো বয়সে একজন সাপোর্ট অবশ্যই দরকারনাটকটা ভীষণ রোমান্টিক আবার শেষ দিকটা রীতিমত ভয়ের চোখে জল আর গলা শুকিয়ে এসেছে ভারত থেকে অসংখ্য ভালোবাসা আর শুভেচ্ছা,0
সব বেজন্মা খানকিরপোলা ফেক নিউজ ছরাইতাছে। তোদের জন্মের ঠিক নাই,1
এতো ভালো লাগলো বলে বোঝাতে পারবোনা বাট শুরুর দিকে অনেক হেসেছিতারপর কান্না,0
আমি ভারতে পশ্চিমবঙ্গে থাকি করিম ও হাসান স্যার এর নাটক আমার খুব প্রিয় ও সঙ্গের যারা অভিনয় করেন তারা ও দুর্দান্ত,0
"“তবে... তবে সেই দিন থেকে ঠিক করেছিলাম যত ঝড়ঝাপটাই আসুক তারা যেনও পিছনে ফিরে সবার প্রথম, আমাকেই প্রথম দেখে”",0
বালের ফটো,1
এক কথায় অসাধারণ নাটক 😮😮👈👈,0
তোর মতো এমপির ঘারও আমরা সাধারণ জনগণ মটকে দিতে পারি।,2
"বাবা ছিল কম্বল চোর, আমি হলাম ভোট চোর ",1
সেই এই বড় একটা মাদারচুড একটা রাজাকার যে মিনিটেই কথা বদলাাই।,1
রোহিংঙ্গারা যদি মুসলিম না হোয়ে ভারতিও মালু হতো এতখনে জামাই আদর করে সরকার মালুদের দেশে নিয়ে আসছো,2
তুই এমন ছেগাই আছস কেন?,1
এই ন্যক্কারজনক ঘটনার সাথে জড়িত যেই হোক তাকে আইনের আওতায় আনতে না পারলে এদেশে শুদ্ধ সংস্কৃতি বিকাশ বাধাগ্রস্ত হবে।,2
ধর্ম অবমাননার বিষয়ে বিবিসি লুকোচুরি করেছে।,2
অসাধারন নাটক ওনলি মিধন্যবাদ কাজল আরেফিন ওমি স্যার,0
এই পর্যন্ত যত দুর্নীতিবাজ ধরা খেয়েছে কারো বিচার হয়েছে এমন কোনো প্রমাণ কেউ দিতে পারবে বলে আমি আশা করি না,2
পার্বত্য চট্টগ্রামকে বিভক্ত করে জুমল্যান্ড নামক স্বাধীন রাষ্ট্র গড়ার চক্রান্ত করছে উপজাতী চাকমারা,2
সব কয়টা ছবিতেই ঠোঁট এমন কেন ?,1
ভাতের জিনিস টা খুব ভালো লাগছে,0
"কর্নেল জাফর ঈমাম বঙ্গবন্ধু নিহত হওয়ার কয়েকবছর পরই উনি জিয়ার দলে যোগ দিলেন, মন্ত্রীত্ব নিলেন। এখন বঙ্গবন্ধু প্রেমিক।",1
সিয়াম ভালো টায়া মাগি ফালতু পাশের ছেলেটা ও ভালো,1
নামাজের দাওয়াত খুব ভাল লাগল,0
আসা করি আগামীতে আরো সুন্দর নাটক পাবো,0
এরকম কাহিনি তো বোম্বাই সিনেমাতেও নাই,1
এক কথায় অসাধারন ছিল বলে বুঝাতে পারবো না এত ভাল লেগেছে,0
নাটকের সবচাইতে ভাল লাগার দিক হলো বাস্তবতাএটাই মুল ভাললাগা ছিলমনে হয়েছে নিজের সামনে ঘটে যাওয়া কাহিনী,0
দাউদ ইব্রাহিম ভারতীয় ছিল সে মুম্বাই বিস্ফারনে এর উপর নিরীহ মানুষ হত্যা করেছিল সে এখন পোর্কিস্তানে,0
ওরে গুরু ভাই টারে লাথি মারা উচিৎ,2
সব আসামিকে গ্রেফতার করে আইনের সুপারিশ করা হোক ।,2
বাস্তবমুখী নাটক অসাধারণ,0
শামিম অনেক সুন্দর অভিনয় করে,0
"না,এটা বলদ এর কথা",1
‘আমি কেমনে পাঠাবো?’,0
আপনার মুখে জুতা পরা দরকার,2
কেমনে কি এক কথায় অসাধারণঅনেক মজা পেলাম,0
আমার প্রিয় অভিনেতা আফরান নিশো,0
চালবাজি সরকার আাওয়ামীলীগের এমপিরাও চালবাজি কথা বলে,2
শাহনাজ খুশি আপু অনেক সুন্দর করে নাটক করে,0
তোরা মালাউন বেশী মিথ্যা বলিশ,2
"১৬১০৮ জনের হোগা মারছে কৃশ্ন, ১৬১০৮ জনের নাম কি তার মনে আছে? ",2
আরিয়ান ভাই আমি চাই অপূর্ব ভাইর সাথে আনন্দ খালেদ ভাইকে সব নাটকে দেখতে চাই,0
হাতিরঝিল কয়েকদিন পর হয়তো দ্বিতীয় বৃহত্তম বাণিজ্যিক এলাকা হিসেবে আত্মপ্রকাশ করে উঠবে,0
মদ ছাড়া আমি তোকে চুদবো খালি,1
মিজানুর রহমান আরিয়ান ভাই মানেই অসাধারণ রোমান্টিক,0
নাটক টা ভালতবে সারাহকে ঠকানো হলো,0
ভারতে মুসলমান খেদাও আন্দোলনের নামে প্রচার করা হচ্ছে মুসলিম বিদ্বেষী পোস্টার-লিফলেট,2
পারমাণবিক বোমা আর অস্ত্রের পেছনে ট্রিলিয়ন ট্রিলিয়ন ডলার খরচ করুক আরো বেশী ।,1
"পাচা ও দুধ এক নামবার, তুমার জামা কুলে ফেল আরও সুন্দ হবে ",1
দেশে এনে ফাসি চাই,2
ধর্মের আবার সমন্বয় কি??যারা কাফির তারা কাফির,2
বাংলাদেশের মতো বন্ধু দরকার নেই ইন্ডিয়ার বাংলাদেশে সুধু চোর গুন্ডার আড্ডা,2
নাকি আপনাদেরও এরকম হয়,0
শালি পাগলি বড় বড় কথা বলে মাগি,1
নিশো ভাইয়ের নাটক সবসময় সেরা,0
সাত সকালে বেডরুমে ঢুকে কে তুল্য ছবি ?,1
শয়তানের সাজসজ্জা খুব সুন্দর,1
"আজকে নববর্ষ,চারদিকে অনেক ভীর।তাই সিরিয়াল ভাইঙ্গা গালি দিচ্ছি।এভাবে পুক্কি উচা করে ডগি স্টাইলে দাঁড়িয়ে লাভ নেই ভন্দু।
কেউ তোমার পুক্কি মারবে না।",1
এই মাগির চামচামি করাই হলো পেশা,1
দুইটাই বন্ধ হইসে করোনা প্রাদুর্ভাবের কারণে সব জায়গায় পীরবাবার মোজেজা খুঁজে ।,1
খুব ভাল লাগলো ধন্যবাদ পরিচালক কে আমাদের দেশ ৯০ মুসলিম তাই প্রতি নাটকে একটা না একটা ইসলামিক মেসেজ দেওয়া দরকার৷ আপনি অন্যদেশের মিডিয়া দেখে থাকবেন যে দেশে যে ধর্ম মানুষ বেশি ঐ ধর্মে মেসেজ দেয়,0
বেঁচে থাকুক ভালোবাসা সারাজীবন দোয়া রইল সবার জন্য,0
ব্যাড লাক,0
১ দিনেই ১ মিলিয়ন ভিউ হয়তো এর আগে আর কোনও নাটক এত অল্প সময়ে এত ভিউ হয় নায় ১০০ টি শুভাকাঙ্ক্ষীযুক্ত চ্যানেল থেকে ১০০০০০০ টি শুভাকাঙ্ক্ষীযুক্ত চ্যানেলকে শুভেচ্ছাঅমি ভাই তরুন প্রজন্মের সেরা পরিচালক সেই সাথে যদি পলাশ ভাই থাকে তাহলে তো কথাই নাই,0
আমার এবছরের দেখা সেরা নাটক,0
আফরান নিশু ও মেহজাবিন আপু অনেক ধন্যবাদআরিয়ান স্যার অসাধারন নাটক দেখে মনটা বড়ে গেল,0
কেনো এত ভালো লাগে অপূর্ব ভাইয়ে আর মেহজাবিন আপুর নাটক,0
টা দেখা শেস লাস্টে খুব খুব ভালো লাকছে পরিচালকে ঈদ মোবারক এতো ভালো নাটক উপহার দেওয়া জন্য,0
নাইচ সুন্দর নাটক অনকবার দেকেছি নাটক,0
“ওখানে কি হচ্ছিলো রে?”,0
নিশো ভাই তুমি বাংলা ছবির নায়কদের থেকে অনেক ভালো অভিনয় করো আর তিশার সাথে জুটি সব নাটক এক কথায় অসাধারণ ওয়াও,0
জুকার বার্গকে অনুরুধ করবো প্লিজ একটা জুতার রিয়েক্ট চালু করেন। angry রিয়েক্ট দিয়ে মনে শান্তি পাচ্ছি না,2
"ইফতার কইরাই তুর ছবি দেখলাম সাথে সাথে আমার পাতলা পায়খানা শুরু হয়ে গেছে,

বালের পোলা হা কর হাগু দিমু তুর মুখে, বাল্ডা",1
ভাল লাগার মতো নাটকখুব ভাল লাগলো,0
বার্মার বৌদ্ধরা এই মসজিদটি পুড়িয়ে দিয়েছে,2
মূর্তিকে প্রতিদিন গোমূত্র দিয়ে গোসল করান দেখবেন আল্লাহ আরো জ্ঞান বাড়িয়ে দিবে।,2
"এই গুলাকেই বলে মাদার চুদ, সালি নেংটির জাত ",1
ভারত এতগুলো মুসলমান কে আশ্রয় দিবে কিভাবে ভাবলেন চিন কিন্তু ঠিকই কিছু মানুষকে ঢুকতে দিয়েছে তাদের এরিয়ায় এবং তাদের কে চিন যে স্বাধিনতা দিবে তা কিন্তু নয় তারাও অধিকার থেকে বঞ্চিত রাখবে এবং তাদের কে দিয়ে বেশি কাজ করিয়ে কম বেতন দিবে জনসংখ্যাকে জনশক্তিতে রুপান্তরিত করবে তারা ঠিকই টেকল দিবে,2
এর বিচার হওয়া উচিত।কিন্তু দুঃখজনক হলেও সত্যি হবে না।,2
অনেক নাটকেই এখন নায়ক নায়িকাদের নামাজ পড়ার দৃশ্য থাকেব্যাপারটা ইতিবাচক অবদানটা ৫ই মের,0
ওর তো নায়িকা হতে সবার প্রথমে কি ভাবে সেক্সীফিগার করার দরকার  সেটা জানা  প্রয়োজন।,1
মাইল্স্ ভক্ত বনাম ফিলিংস ভক্তদের মারামারি!,0
অনেকটা কাবির সিং মুভির মতো🙂🙂,0
যখন ভারতীয় চেনেল আর সিরিয়াল চলে তখন তো মুখের আওয়াজ কি তোদের মোদি বাবায় কেড়ে নেয়।সুলতান সোলায়মান মুসলমানদের গৌরবের ইতিহাস তো এই কারনে গাত্র দাহ করে।,2
ওরে ব্যান করাই দরকার হারামজাদারা,2
ল্যাউড়ার পুত,1
অসম্ভব সুন্দর আমাদের বাংলাদেশের নাটক নিয়ে আমি অনেক গর্ববোধ করি,0
রোহিঙ্গাদের প্রত্যেককে মিয়ানমারের নাগরিকত্ব এবং শতক জমি সহ তাদের বাড়ি ঘর দেওয়ার জন্যে বাংলাদেশ ভারত চীন থাইল্যান্ড মালয়শিয়াসহ মিয়ানমারের সরকারকে চাপ প্রয়োগ করা হোক,2
বালের আবালের মত খালি ইংলিশ মারাও না!,1
আমি কী করছি আমারে মারেন কেন?,2
ট্রাঙ্কল-বুকিং এর নাম শুনেছেন? বিদেশে ফোন করতে হলে ১৪ এ ফোন করে ট্রাঙ্কল-বুক করতে হতো,0
"আজ ৬৪ জেলার রাস্তায়, ঝাড়ু হাতে এক ঝাঁক তরুণ-তরুণী দেশ পরিষ্কার করতে নেমেছে",0
গল্পটা খুব সুন্দর সবার অভিনয় অসাধারন হয়েছেসবচেয়ে বেশি ভাল লেগেছে ব্যাকগ্রাউন্ড মিউসিক গল্পের সাথে মিউসিকগুলো একদম মিলে গেছেক্যামেরার সামনের এবং পেছেনর সবাইকে অসংখ্য ধন্যবাদ এমন একটি নাটক উপহার দেওয়ার জন্যএন টিভিকে বিশেষ ধন্যবাদ সুন্দর সুন্দর নাটক উপহার দেওয়ার জন্য,0
অসাধারণ নাটক তবে প্রথম পর্বটা বেশী সুন্দর,0
"“যার বিবেক আছে, সেই জাজ”",0
খুব সুন্দর হয়েছে ভাইয়ের নাটকটানাটকটার মধ্যে নামাজের কথা বলা হয়েছে🤲🤲🤲🤲,0
“শীতাতপ নিয়ন্ত্রিত”,0
যে কোনও মুহূর্তে আমাকে বেঁধে ফেলবে মনে হচ্ছে,0
খুব ভালো লাগলো নাটক টা দেখে গল্পটা ও খুব ভালো,0
ধন্যবাদ মিজানুর রহমান আরিয়ান ভাই আর তার পুরো টীমকে আপনার একটা বিশেষ দিক আমি জানি সারারাত স্ক্রিপ্ট পড়ে নিজে আয়নার সামনে দাঁড়িয়ে অভিনয় করে তা রেডি করেন অনেক নৈপুন্য শৈলী অার কারুকার্জ আপনার কাজে সত্যি আমরা ধন্য এমন একজন নির্মাতা পেয়ে দেশের মুখ আরোও উজ্জ্বল করে যান নিজ কর্মদক্ষতা দিয়ে শুভকামনা নিরন্তর,0
ভাইরে ভাই সেরা সেরা লাভ ইউ আ খ ম ভাই,0
ওর বিরুদ্ধে কোড মারো পুলিশ । এখন হুগার ভিতর তথ্য ডুকাই দিতে আমি চাই,1
অবৈধ দেশের কাবিল ছেলেটাকে লাথি মারা উচিৎ,2
সত্যিকার এর ভালবাসা গুলো যে শেষ হয় না তা এই নাটকের শেষ অংশে সুন্দর ভাবে তা প্রমাণ করল,0
হিন্দু বিরোধী ওয়াজ অথবা জিহাদি ওয়াজ লেখে ইউটিউবে সার্চ দিন দেখবেন অনেক হুজুর আলেম এর উসকানি দিছে।,2
সত্যিই কাদলামগল্পটা অসাধারণ এমন ভালোবাসা পাগল মেয়েগুলো কে পাওয়া অনেক ভাগ্যেরর ব্যপার ভালোবাসাকে এমন ভাবেই ভালোবাসা উচিৎ প্রত্যেকটা ব্রেকাপের পিছনের একটা গল্প থাকেআর তাই সেই গল্পটাকে ইগনোর না করেহাল ছেড়ে না দিয়ে সম্পর্কটা পুনরায় বহাল করাটা কজনে পারেভালো থাকুক প্রতিটা প্রমিক আত্নাভালো থাকুক প্রতিটা সম্পর্ক ভালো থাকুক সকলের ভালোবাসাভালো থাকুক সকলের ভালোবাসায় মানুষ পূর্ণতা পাক প্রতিটা ভালোবাসার গল্প,0
হাজার হাজার মুসলমান আগুনে পুড়িয়ে মারছে অথচ এই সবের কোন খবর নাই ভারতে কয়েকটা লোক দুর্ঘটনায় নিহত হয়েছে তাতে আমাদের প্রধান মন্ত্রী শেখ হাসিনা শোকাহত হয়েছে,2
একদম সমসাময়িক গল্প দারুন লাগছে,0
তোর নিজের দেশকে আগে দেক তার পর ভারতের কথা বল বোকাচোদা চ্যানেল তোদের দেশে যে হিন্দুদের কে অত্যাচার করছিস ওটা দেকিস না হারামজাদা নিজের দেশকে সামলা আগে,2
কাকের পিছনে ময়ূরপুচ্ছ লাগালেই কাক ময়ূর হয়ে যায় না কাক কাকই থাকে,1
দিবাকর মানবে জংগি আর এস এস এর কথা ৷ মানবে না বেদ না মানবে গীতা গান্ধি হল আতংবাদি মোদি দেশ ভক্ত,2
"তুই তো ভুল করিস নি,বেয়াদবী করে করেছিস তা ও আল্লাহর সাথে।তোকে জুতা পিটা করা উচিত",2
তর কপালে জুতা,2
ভাই কত মানুষেই তো চাঁন্দে যায় তুই ঐ না না পারলে টাটকির ভিতরে হান্দাইয়া পর তাও আল্লাহ রস্তে আমাদেরকে তোর এই খুমা থাইক্কেয়া মুক্তি দে,1
তরে কুট্টাইলবাম,2
এত ভালো চ্যানেলের কোন বেয়াদব মহিলাদেরকে উপস্থাপিত করা উচিত না,2
এখনো সময় আছে এদেরকে জুতা মেরে বের করো বাংলাদেশ থেকে,2
"যারা বাজে কমেন্ট করছেন তাদেরকে বলি,,, আপনারা কেনো নিজের মুখ নষ্ঠ করছেন???? কোন কুলাঙ্গার যদি পরকাল না মানে তাতে তো কারো কোন ক্ষতি হবে না,,,,মৃত্যুর পরে বাম্বু গেলে নিজেই টের পাবে,,,কি যে মজা স্টাইল এমনিতেই ঢুকে যাবে,,,,ধন্যবাদ",0
মাছ রান্নায় করনি কেন? মাছটাকে মারতে পারলাম না কিভাবে মারার চেষ্টা করেছিলে? কেন! পানিতে চুবিয়ে,1
"ভাই মানিব্যাগ পরে খুজেঁন, আগে পাগড়ি খুঁজেন... এমনে খালি ভিজা লুঙ্গিতে আমারে ডেকোরেটরের লোক লাগতেসে'",0
জানোয়ারের লুইচ্চামারকা পোলা।ধুর,1
মালাউন মরছে হে হে মালাউন মরছে হে হে হে,2
ওই ইন্ডিয়ান আম্পায়ার রবি হালার পোরে থার্ড আম্পায়ার দিতে কইছে কেডা?,1
মোল্লাদের বুদ্ধিমত্তা গরুর চেয়ে একটু বেশী।,2
মুসলিম ভাইরা চালিয়ে যান। দিনতো এখন আপনাদের। মালাউন বলে গালি দিবেন মুর্তি ভাঙবেন মন্দির ভাংবেন হিন্দুদের বারিতে আগুন দিবেন লুট করবেন সারিরিক ভাবে নির্জাতন করবেন আর কি বাকি আছে সেটা থাকলে করে ফেলেন। কারন দেশটা আপনাদের। একজন মন্ত্রী হয়ে পুরা জাতিকে মালাউন বলে গালি দিতে পারে আর দিনের মতো উজ্জ্বল সত্তটাকে মিত্থে বলতে পারে তখন এটাই প্রমান করে আমাদের সরকার আপনাদের সাথেই আছে সাথে আছে আমাদের মাননিয় প্রধান মন্ত্রীও।,2
বয়সের কারণে এমন হয়?... এই মিন হলেও এতো মারাত্মক হয়?,0
ভারত আমাদের বন্দু তাই তো ভালো চায়না সবাই বুজে কিন্তু আমাদের সরকারীদলের অনেকে বুজেনা?,2
যমদুত যখন ছুটিতে থাকে,1
আপনার লাইক কিন্তু অনেক কমেছে ইদানিং,0
নুসরাত আপুর ঠোঁট এ কি বিড়ালে কামড়েছে,1
তিনি সন্তানদের কোন নৈতিক শিক্ষা দিতে পারেন নি এক ছেলেকে হত্যা করায় অন্য ছেলের যাবজ্জীবন,2
